,county_state,all_pubs_tot_circ_household,tot_households_est,diff_margin_gop_2016_2012,pct_uninsured,unemployment_rate,pct_white_nonhispanic,any_college_aggregate,fips,fips2,trump_win,margin_gop_2016,margin_gop_2012,turnoutcvap
2235,MATHEWS//VA,0.319232790331,3806.0,5.54731213887,8.0,3.7,86.2387387387,58.8537839824,51115.0,51115.0,1,36.8858654573,31.3385533184,0.73191148
2236,STAFFORD//VA,0.319663633222,43405.0,0.339458997152,8.4,3.6,65.5889751723,69.5774812052,51179.0,51179.0,1,9.12165263963,8.78219364248,0.6392867
2237,DEER LODGE//MT,0.3199169047,3851.0,24.8353367582,14.1,3.7,91.0867441103,52.1357344843,30023.0,30023.0,0,-6.87972676263,-31.7150635209,0.5859189
2238,WASHINGTON//RI,0.320131547091,49564.0,6.76933060711,5.6,4.1,91.6055535778,70.236163056,44009.0,44009.0,0,-10.0327306733,-16.8020612804,0.62425375
2239,TOM GREEN//TX,0.320210157618,42825.0,0.00087518198626,18.4,4.3,55.6789737171,52.8859226301,48451.0,48451.0,1,47.9188536637,47.9179784817,0.4286195
2240,QUEENS//NY,0.320352170772,780644.0,5.0510964495,15.6,4.1,26.13405796,53.1083460507,36081.0,36081.0,0,-53.4015607133,-58.4526571628,0.43819991
2241,FRANKLIN//ID,0.320585457979,4236.0,-23.0253877328,15.1,3.1,91.2885240824,56.8685376662,16041.0,16041.0,1,63.9388979815,86.9642857143,0.68813843
2242,COLUMBIANA//OH,0.320977974196,42087.0,29.5264540954,11.7,6.0,94.4446016964,40.6278537302,39029.0,39029.0,1,41.5655862663,12.0391321709,0.55451667
2243,KENNEBEC//ME,0.32113212682,51443.0,17.192139155,8.8,3.5,95.111136799,55.8259501723,23011.0,23011.0,1,3.72278367854,-13.4693554765,0.66132802
2244,TWIN FALLS//ID,0.32129441362,29017.0,1.1181677074,16.8,3.2,81.1871906405,56.548584999,16083.0,16083.0,1,44.583450914,43.4652832066,0.52606541
2245,ST. JOHNS//FL,0.321332121855,79242.0,-4.34018827945,10.7,3.8,84.2490320435,72.6127767167,12109.0,12109.0,1,33.4301132031,37.7703014826,0.73877579
2246,BENTON//WA,0.321800385585,67430.0,-0.400265549407,12.5,6.2,72.6258584329,64.492539456,53005.0,53005.0,1,26.5528495456,26.953115095,0.62799549
2247,ST. CLAIR//MI,0.322513758321,64143.0,24.3367796354,9.3,5.1,91.653628708,54.3162048247,26147.0,26147.0,1,31.4306228684,7.09384323298,0.60520041
2248,DELAWARE//OH,0.322553619303,65648.0,-7.65972624267,4.4,3.2,87.1263475217,75.9873643959,39041.0,39041.0,1,16.0597796226,23.7195058653,0.7755605
2249,WASHINGTON//VA,0.323027389406,22673.0,10.2604449497,11.3,4.2,95.5842875144,51.1727991141,51191.0,51191.0,1,53.5135135135,43.2530685638,0.58181751
2250,WRIGHT//IA,0.323202911738,5495.0,23.5967090532,8.4,3.7,88.048855906,52.3862375139,19197.0,19197.0,1,31.938140864,8.34143181082,0.6644026
2251,SAN LUIS OBISPO//CA,0.323366416931,103576.0,-7.30922281603,11.9,3.9,69.7671390909,70.0266660826,6079.0,6079.0,0,-8.29139072848,-0.982167912447,0.59675622
2252,POSEY//IN,0.323430382254,10098.0,15.4804037185,6.3,3.7,96.4329017875,53.8819259343,18129.0,18129.0,1,39.1870179949,23.7066142764,0.62304258
2253,PIERCE//WI,0.323449957172,15177.0,12.8437890514,7.1,3.8,94.884678546,61.8612707661,55093.0,55093.0,1,13.6564085542,0.812619502868,0.66618812
2254,ROCKDALE//GA,0.323802450798,29623.0,-9.5334287315,18.9,5.5,37.5772430697,54.9546021008,13247.0,13247.0,0,-25.9198169677,-16.3863882362,0.64141673
2255,CUMBERLAND//PA,0.324408546118,95950.0,0.0338630972452,7.0,3.7,87.8820513033,56.4823718427,42041.0,42041.0,1,18.5690200577,18.5351569605,0.59717661
2256,JEFFERSON//MO,0.326283693133,81990.0,22.6125202889,10.2,3.4,94.8464867743,53.9991188722,29099.0,29099.0,1,35.3188196548,12.7062993659,0.59047192
2257,NEVADA//CA,0.326519161808,40993.0,-9.19871113226,13.0,4.5,85.7228365628,73.6894083905,6057.0,6057.0,0,-4.54928137591,4.64942975635,0.6612221
2258,BALDWIN//AL,0.326999892044,74104.0,1.96298714867,13.0,5.2,83.1038176311,60.7367829432,1003.0,1003.0,1,57.7861621851,55.8231750365,0.58736634
2259,BERNALILLO//NM,0.327416720477,263270.0,-1.61110472472,14.5,5.6,40.3801211675,64.156561114,35001.0,35001.0,0,-17.8188030134,-16.2076982887,0.56119901
2260,ROCK ISLAND//IL,0.328144922257,60391.0,13.4766663039,8.9,5.5,73.8959371029,56.3009379524,17161.0,17161.0,0,-8.39910434962,-21.8757706535,0.59383315
2261,COLUMBIA//NY,0.328234594809,25235.0,10.3806189547,6.7,3.5,87.4555832462,57.7065648922,36021.0,36021.0,0,-1.34654191891,-11.7271608736,0.59611291
2262,DAUPHIN//PA,0.328316138037,109623.0,3.19370739189,9.3,4.4,68.410957085,54.0144462279,42043.0,42043.0,0,-2.81730178242,-6.01100917431,0.61394978
2263,DESCHUTES//OR,0.328398932722,66337.0,-3.53797267327,14.4,4.4,87.892955312,70.6241657233,41017.0,41017.0,1,3.80309988519,7.34107255846,0.66256934
2264,POLK//FL,0.328542196485,221381.0,7.28601693526,16.7,5.6,62.5099732557,47.3478807832,12105.0,12105.0,1,14.105021351,6.8190044157,0.5597226
2265,AMHERST//VA,0.328587426012,12502.0,10.8474678323,11.8,4.0,75.5879059351,47.13171384,51009.0,51009.0,1,30.7108942232,19.8634263908,0.58918709
2266,LEWIS AND CLARK//MT,0.329308862557,26753.0,3.31175594295,9.9,3.0,91.788178772,70.8381095142,30049.0,30049.0,1,6.92643262011,3.61467667716,0.66268975
2267,LANCASTER//NE,0.329990566599,117667.0,-1.03898074434,9.7,2.4,83.0679683306,70.9414429339,31109.0,31109.0,0,-0.0593206628506,0.97966008149,0.5881784
2268,SIBLEY//MN,0.3300631859,6014.0,19.0920027107,5.9,3.4,89.7410292258,48.5772753849,27143.0,27143.0,1,41.9179500453,22.8259473346,0.71283072
2269,CATTARAUGUS//NY,0.330836099257,31635.0,20.9182453684,10.2,5.6,91.1641042527,46.9087028161,36009.0,36009.0,1,34.3600013812,13.4417560127,0.49154425
2270,WEST FELICIANA//LA,0.331373050371,3911.0,5.5887160149,11.5,4.2,51.7158611742,44.8601525608,22125.0,22125.0,1,19.7136943774,14.1249783625,0.45498753
2271,LINCOLN//NM,0.331407005543,8479.0,7.52417782259,13.4,6.0,63.9857508404,61.661341853,35027.0,35027.0,1,40.1987353207,32.6745574981,0.57929742
2272,RIVERSIDE//CA,0.331673893643,699232.0,-4.75382712744,16.9,5.6,37.7560451726,54.267652058,6065.0,6065.0,0,-4.33447628187,0.419350845569,0.46735141
2273,COLES//IL,0.331861558183,21063.0,15.3017138599,9.8,5.3,91.3060693478,58.1298299845,17029.0,17029.0,1,26.4133456905,11.1116318305,0.49529552
2274,HOUGHTON//MI,0.332219397021,13765.0,5.52686707152,9.5,4.6,92.5831969449,58.2468227736,26061.0,26061.0,1,15.7268130321,10.1999459606,0.54553145
2275,MAUI//HI,0.33226717543,53463.0,11.6947485496,7.8,3.1,31.3819834269,60.3318934101,15009.0,15009.0,0,-38.5699433984,-50.264691948,0.4331927
2276,JASPER//MO,0.332344735166,45519.0,9.83823169472,15.7,3.6,85.0986482796,50.8144312192,29097.0,29097.0,1,50.8375018161,40.9992701214,0.54106241
2277,MANITOWOC//WI,0.332449081852,33927.0,18.8604052721,5.6,3.8,91.7015436967,50.3972559588,55071.0,55071.0,1,21.6823785352,2.82197326304,0.68065488
2278,CALHOUN//AL,0.333325951189,45154.0,9.43745625075,11.9,6.3,73.0265413895,49.0686149936,1015.0,1015.0,1,41.3838230328,31.946366782,0.51997685
2279,FAYETTE//PA,0.333388891975,53997.0,22.6921443139,8.9,7.2,92.4027259716,36.8907923788,42051.0,42051.0,1,30.9998876951,8.30774338119,0.44859686
2280,LINCOLN//MT,0.333487565067,8645.0,11.1200202345,19.4,8.5,93.5201944459,55.4752563838,30053.0,30053.0,1,50.5945945946,39.4745743601,0.5670917
2281,KEWAUNEE//WI,0.333497173753,8138.0,22.4623412902,4.6,3.2,95.5084704389,47.6927347165,55061.0,55061.0,1,27.8625954198,5.40025412961,0.70209956
2282,DOUGLAS//IL,0.333552113416,7618.0,9.52346581723,18.2,4.3,91.0269343287,47.7089971173,17041.0,17041.0,1,46.3468908394,36.8234250222,0.55701262
2283,SAGINAW//MI,0.333833814565,77925.0,13.045813322,8.9,4.2,69.9998473119,53.8547697431,26145.0,26145.0,1,1.14015159558,-11.9056617264,0.64767617
2284,PLEASANTS//WV,0.333909436571,2893.0,24.2714072873,8.6,6.8,96.3462545836,38.3378500452,54073.0,54073.0,1,55.0159744409,30.7445671535,0.46689501
2285,GREENWOOD//SC,0.3343816691,26709.0,6.4000539338,16.2,4.3,60.4735491823,51.0152448913,45047.0,45047.0,1,21.8461538462,15.4460999124,0.55361944
2286,ROANOKE//VA,0.334582328896,38164.0,2.48615047075,6.5,3.4,86.9736097316,65.5367316118,51161.0,51161.0,1,28.056391952,25.5702414812,0.63778847
2287,JACKSON//OR,0.334614969995,83487.0,4.14664709966,14.7,4.9,82.3653911683,61.416503428,41029.0,41029.0,1,9.18498106736,5.0383339677,0.62219852
2288,SPOTSYLVANIA//VA,0.334796721388,42823.0,5.2389980157,11.2,3.8,70.5805420899,57.859676028,51177.0,51177.0,1,16.7759289983,11.5369309826,0.62912858
2289,KOSCIUSKO//IN,0.33482052322,29586.0,2.91861415504,13.9,3.3,88.9822140723,47.6946761244,18085.0,18085.0,1,55.1540414329,52.2354272779,0.53080398
2290,BURLEIGH//ND,0.334988262594,37061.0,14.0259873885,7.1,2.3,91.0726227854,69.0382215025,38015.0,38015.0,1,46.1535179417,32.1275305532,0.65106517
2291,HUMBOLDT//IA,0.33508353222,4190.0,23.8645703385,5.7,2.1,94.4800496175,54.8200799645,19091.0,19091.0,1,45.9566858732,22.0921155347,0.70748103
2292,GALVESTON//TX,0.335394235329,113866.0,-4.31317181331,16.2,5.4,58.2003679871,63.0371129672,48167.0,48167.0,1,22.6325467361,26.9457185494,0.5152216
2293,GALLATIN//MT,0.336649952993,38292.0,-6.33731815737,11.8,3.1,92.6355653935,76.7082501663,30031.0,30031.0,0,-0.994843681113,5.34247447626,0.65957236
2294,JO DAVIESS//IL,0.336721861245,9542.0,16.0088900844,6.9,4.5,94.918962361,54.0494458653,17085.0,17085.0,1,14.8608750112,-1.14801507318,0.64846599
2295,ALAMANCE//NC,0.336859208709,61545.0,-1.11642769905,15.4,4.5,65.9225289518,54.679612775,37001.0,37001.0,1,12.9461191961,14.0625468952,0.59593725
2296,HAMLIN//SD,0.337465564738,2178.0,22.5847021609,6.9,2.7,95.2524239385,48.0501772566,46057.0,46057.0,1,54.1636495293,31.5789473684,0.69011027
2297,SHARP//AR,0.337507034328,7108.0,15.8654888175,15.8,4.8,94.0486660803,37.2820596383,5135.0,5135.0,1,54.7009735744,38.8354847569,0.54285258
2298,BOX ELDER//UT,0.337661545964,16404.0,-26.7244095671,8.7,2.8,87.5566276402,59.6011396011,49003.0,49003.0,1,51.426154218,78.1505637851,0.58445698
2299,SAN DIEGO//CA,0.337711132863,1094157.0,-12.7359089124,14.1,4.3,47.0142992948,67.0526311833,6073.0,6073.0,0,-17.8357951507,-5.09988623828,0.5610646
2300,PLACER//CA,0.337866170565,135456.0,-8.7560266984,8.9,4.1,74.4823632194,74.686701883,6061.0,6061.0,1,11.2985943188,20.0546210172,0.64734584
2301,YELLOWSTONE//MT,0.337944728362,61442.0,6.51532670561,14.0,3.2,87.3793040627,61.4223228331,30111.0,30111.0,1,27.148047932,20.6327212264,0.59537393
2302,MARSHALL//IL,0.338473863409,4993.0,19.4525027834,6.4,5.8,95.1532079192,51.3715138299,17123.0,17123.0,1,33.7455531086,14.2930503252,0.61334336
2303,OAKLAND//MI,0.338745139203,493489.0,-0.0420853933442,8.1,3.8,73.5468721914,73.1934947438,26125.0,26125.0,0,-8.11889846288,-8.07681306954,0.73304194
2304,COLFAX//NE,0.33874518437,3634.0,5.78335377116,14.1,2.4,54.2102261927,38.7548039969,31037.0,31037.0,1,41.4249684741,35.641614703,0.54172194
2305,HANCOCK//WV,0.338762214984,12894.0,22.8958679142,10.9,5.6,94.592894275,44.093920411,54029.0,54029.0,1,44.4787217212,21.582853807,0.50292271
2306,SHELBY//AL,0.338867265073,75534.0,-5.31890018952,8.9,4.1,78.8168820321,69.9969371235,1117.0,1117.0,1,50.3175147166,55.6364149061,0.65140599
2307,ISLAND//WA,0.338958490566,33125.0,-1.4827166124,8.8,5.6,80.861979856,71.2337948673,53029.0,53029.0,0,-5.90925162051,-4.42653500811,0.67796409
2308,MIDLAND//MI,0.339143885534,33617.0,3.94474649227,8.1,3.9,91.9054338467,63.8945127059,26111.0,26111.0,1,19.4011184785,15.4563719862,0.66123348
2309,DOUGLAS//WA,0.339361103293,14212.0,2.57743230743,16.8,6.6,66.1203565747,53.1140929186,53017.0,53017.0,1,31.464201622,28.8867693146,0.59357923
2310,SAN JUAN//UT,0.339536069335,3923.0,-6.45039462817,26.4,6.1,45.7695353749,52.0835778847,49037.0,49037.0,1,11.8477251625,18.2981197907,0.53859705
2311,SNOHOMISH//WA,0.339918330507,274766.0,-0.481331422226,10.7,4.2,72.4837374256,67.3006143444,53061.0,53061.0,0,-16.6431876341,-16.1618562119,0.6344834
2312,CACHE//UT,0.33994675634,35685.0,-40.7236756342,10.0,2.3,84.0901157098,70.5711272876,49005.0,49005.0,1,27.6986538086,68.4223294428,0.56958514
2313,TEHAMA//CA,0.340491056362,23704.0,9.34511490019,13.2,6.1,70.1339625032,51.7773620206,6103.0,6103.0,1,36.7650273224,27.4199124222,0.51043791
2314,FAIRFIELD//CT,0.340568916009,334320.0,-9.40971588071,10.8,3.7,64.0767971336,67.0637545836,9001.0,9001.0,0,-20.2949700082,-10.8852541275,0.64611608
2315,WIRT//WV,0.341152263374,2430.0,28.4427077039,11.4,7.4,97.2607430235,38.3236434109,54105.0,54105.0,1,63.0705394191,34.6278317152,0.47479883
2316,ESSEX//MA,0.341229264497,287912.0,-6.27843820937,3.8,2.9,73.5977922338,63.1429915262,25009.0,25009.0,0,-22.4974743447,-16.2190361353,0.67194349
2317,BEAUFORT//SC,0.342296324365,65975.0,-3.2095347037,14.9,3.9,66.9175125423,68.6966149953,45013.0,45013.0,1,14.3039714168,17.5135061205,0.59213579
2318,GREENE//PA,0.342503821037,14394.0,24.0670561882,8.2,6.5,91.2040697981,39.6209520967,42059.0,42059.0,1,41.705115346,17.6380591578,0.47270751
2319,NANCE//NE,0.343023255814,1548.0,22.3849772068,11.3,2.3,97.3344325364,51.2820512821,31125.0,31125.0,1,61.10068793,38.7157107232,0.57611501
2320,STEARNS//MN,0.343368549725,57265.0,15.8034022449,6.1,3.2,89.4216717455,61.59094301,27145.0,27145.0,1,27.9078306007,12.1044283558,0.68608528
2321,LAPEER//MI,0.343400036717,32682.0,26.8643761571,9.5,5.3,92.3443078144,53.6793983188,26087.0,26087.0,1,38.343748615,11.4793724579,0.64346164
2322,ULSTER//NY,0.343826467455,69474.0,12.781677221,9.4,4.1,80.4186431329,59.4777840772,36111.0,36111.0,0,-9.13734539892,-21.9190226199,0.55545413
2323,JOHNSON//IA,0.343827806445,55426.0,-2.86093343282,7.4,2.0,81.09024929,77.6839373799,19103.0,19103.0,0,-38.2735962558,-35.412662823,0.74119055
2324,WORCESTER//MD,0.344148654503,20773.0,9.55208225568,9.5,10.1,79.9666142588,57.6092899732,24047.0,24047.0,1,27.8714168394,18.3193345837,0.66810739
2325,PUTNAM//OH,0.344240938003,13049.0,12.8934976241,4.8,3.1,93.0084249941,49.9159663866,39137.0,39137.0,1,64.3389351172,51.4454374931,0.73022324
2326,DOUGLAS//KS,0.344279539893,43729.0,-8.98736425741,10.5,3.3,80.118642741,74.9247092619,20045.0,20045.0,0,-32.7196201613,-23.7322559039,0.54769272
2327,JEFFERSON//AR,0.344606849461,28119.0,3.7502465247,11.9,4.6,40.5286343612,46.0940384852,5069.0,5069.0,0,-25.2696336098,-29.0198801345,0.48707089
2328,SAUK//WI,0.34467648336,25331.0,18.8171730174,8.9,3.4,91.7846710693,53.4007689491,55111.0,55111.0,1,0.316921697932,-18.5002513194,0.67588174
2329,PRESQUE ISLE//MI,0.344724120687,5999.0,20.405559634,10.7,7.4,96.3718646928,47.4671669794,26141.0,26141.0,1,28.911988912,8.50642927794,0.65468627
2330,ADAMS//CO,0.345327783027,156628.0,7.82292990908,17.2,2.9,52.0642776196,53.4809764117,8001.0,8001.0,0,-7.23140613847,-15.0543360476,0.60414726
2331,DEKALB//IL,0.345407711503,37269.0,2.47745309992,9.3,4.8,78.367914131,65.8287301955,17037.0,17037.0,0,-3.04424363338,-5.5216967333,0.52988929
2332,LAWRENCE//AL,0.345645268523,13537.0,21.7067044383,11.4,6.5,76.5289108557,38.2491842693,1079.0,1079.0,1,48.6972577446,26.9905533063,0.54099357
2333,RICHLAND//OH,0.345945159346,48103.0,17.3993084918,11.0,5.1,86.2123095036,45.5287512919,39139.0,39139.0,1,37.5444276968,20.1451192051,0.60663599
2334,MESA//CO,0.346128514734,59215.0,3.49353553336,13.8,4.2,82.1495731699,60.7869619118,8077.0,8077.0,1,36.2879961536,32.7944606203,0.65306324
2335,MUSKEGON//MI,0.346797953171,64490.0,16.9423300661,8.8,4.4,76.9429039613,54.0642870199,26121.0,26121.0,0,-0.879217781466,-17.8215478476,0.59345812
2336,FAYETTE//KY,0.347779756982,125752.0,-8.44591132635,11.2,3.0,72.446206042,69.199967846,21067.0,21067.0,0,-9.46720347949,-1.02129215314,0.56687903
2337,CUMING//NE,0.347931873479,3699.0,12.8347108535,9.3,2.8,89.0504516413,49.1308625779,31039.0,31039.0,1,59.7542627884,46.9195519348,0.61124104
2338,VOLUSIA//FL,0.348266560096,200180.0,11.8743478051,16.9,5.1,73.9231595393,54.8904018373,12127.0,12127.0,1,13.0501260065,1.1757782014,0.59475559
2339,SCOTT//VA,0.348651242137,9379.0,15.6432994683,11.8,4.3,97.0181657067,40.2593504232,51169.0,51169.0,1,66.2655395326,50.6222400642,0.5454995
2340,PORTER//IN,0.34871101235,62103.0,10.580331004,9.9,4.3,84.5248243982,56.7580083534,18127.0,18127.0,1,6.78240861789,-3.79792238608,0.58536702
2341,MERRICK//NE,0.348872180451,3325.0,17.3853436481,9.3,3.0,93.2098765432,57.679558011,31121.0,31121.0,1,62.3954680335,45.0101243853,0.59592474
2342,COOK//IL,0.348878694815,1942959.0,-3.58808879,14.3,5.5,43.0831299331,61.3386260633,17031.0,17031.0,0,-52.9564546775,-49.3683658875,0.58046269
2343,GOODHUE//MN,0.348906507742,18793.0,14.9812390799,7.5,3.1,92.7054358842,59.8405241686,27049.0,27049.0,1,17.9927950505,3.01155597058,0.73939401
2344,KANE//IL,0.348917839273,172479.0,-8.06048722274,12.0,4.9,58.1749179822,59.19403601,17089.0,17089.0,0,-8.94160206718,-0.881114844443,0.54991311
2345,YAKIMA//WA,0.349109688391,79972.0,0.253940515602,20.5,8.1,45.5579447714,44.0693418334,53077.0,53077.0,1,15.3638702182,15.1099297026,0.53803873
2346,CUMBERLAND//NJ,0.349249523507,50368.0,17.7118622684,13.4,6.1,48.5063839271,38.1149364357,34011.0,34011.0,0,-5.34158210419,-23.0534443726,0.50385177
2347,DOUGLAS//OR,0.349262523403,43798.0,11.7484278482,11.9,5.8,88.8044106946,56.6288579558,41019.0,41019.0,1,39.3787731256,27.6303452774,0.58624381
2348,LEE//FL,0.34941158284,252287.0,3.83443241499,18.6,4.5,69.5257467887,55.3711949225,12071.0,12071.0,1,20.385700298,16.5512678831,0.55975085
2349,WASHINGTON//NY,0.349548211412,24237.0,21.8396674622,8.9,4.4,92.7942583732,46.8965825529,36115.0,36115.0,1,20.2312396768,-1.60842778535,0.46539029
2350,CEDAR//NE,0.34993006993,3575.0,14.4151914545,5.8,2.4,97.2219020173,52.4961922491,31027.0,31027.0,1,67.9128440367,53.4976525822,0.66107118
2351,BUREAU//IL,0.349996434429,14023.0,19.7607094963,8.9,5.3,88.9872490107,50.6589923257,17011.0,17011.0,1,19.9595166534,0.198807157058,0.64760023
2352,HARDIN//KY,0.350802456905,40376.0,9.44702260018,9.6,3.9,76.4770434022,56.9725417921,21093.0,21093.0,1,30.2136246608,20.7666020606,0.5020808
2353,WYOMING//PA,0.351753258674,10894.0,26.3903793153,8.7,5.2,95.7615376417,43.0165897215,42131.0,42131.0,1,38.6696730552,12.27929374,0.53627145
2354,GREGG//TX,0.351790959709,45618.0,1.78277877593,19.9,6.0,59.252463914,55.9235039161,48183.0,48183.0,1,41.2667714251,39.4839926492,0.49641371
2355,JOSEPHINE//OR,0.351927477047,34527.0,9.40599078496,12.7,5.7,87.7579158124,56.9643675902,41033.0,41033.0,1,31.3495881538,21.9435973689,0.61450177
2356,CHEMUNG//NY,0.352148320869,35167.0,17.0929382264,6.7,5.2,86.6360021299,54.059572226,36015.0,36015.0,1,19.9758999849,2.88296175854,0.51135665
2357,LAKE//IN,0.352291696215,183314.0,10.3183931731,13.7,5.3,54.7730250043,51.8213379091,18089.0,18089.0,0,-20.6400095882,-30.9584027612,0.56253844
2358,ASHTABULA//OH,0.352327076369,38890.0,31.1450045848,12.6,5.5,90.1620613969,40.5929981605,39007.0,39007.0,1,19.0007284785,-12.1442761064,0.56211984
2359,SENECA//NY,0.352628862178,13561.0,21.3595449735,10.3,4.4,89.6625312998,50.6801492717,36099.0,36099.0,1,12.1316885362,-9.22785643727,0.47607237
2360,SHEBOYGAN//WI,0.353011712811,46701.0,7.32991893702,6.9,3.2,85.9372016732,54.2805420763,55117.0,55117.0,1,16.6958311889,9.36591225186,0.73184687
2361,MARQUETTE//MI,0.353479230449,26457.0,9.80884120449,10.6,4.7,92.5261164215,61.4090501792,26103.0,26103.0,0,-4.24354804389,-14.0523892484,0.58629
2362,BERKSHIRE//MA,0.353638667632,55240.0,12.2098683539,3.1,3.2,89.7268114597,58.9997207724,25003.0,25003.0,0,-41.4544157998,-53.6642841537,0.62348694
2363,UNION//PA,0.354250469295,14916.0,2.19678520226,11.5,4.3,84.6456692913,42.7193385393,42119.0,42119.0,1,25.6724137931,23.4756285908,0.45720097
2364,ARAPAHOE//CO,0.354680510973,229601.0,-5.42724641792,13.1,2.6,62.2136739491,71.5645516653,8005.0,8005.0,0,-13.7496538355,-8.32240741758,0.7040571
2365,OCEAN//NJ,0.354724172337,222494.0,16.269870951,8.5,4.4,85.1449138744,54.357391851,34029.0,34029.0,1,33.9987364788,17.7288655278,0.58923697
2366,FILLMORE//MN,0.354940804126,8531.0,29.2273330599,9.0,3.3,97.3276399751,55.2053750779,27045.0,27045.0,1,21.8567784257,-7.37055463424,0.69043642
2367,VANDERBURGH//IN,0.355767546519,74217.0,6.01848962219,11.7,3.7,84.5679931607,55.4705790542,18163.0,18163.0,1,16.8517308948,10.8332412726,0.51797885
2368,SHERMAN//NE,0.355846042121,1377.0,27.2993487406,7.9,2.7,96.6205342774,48.1661511268,31163.0,31163.0,1,51.8351577592,24.5358090186,0.62826538
2369,RICHMOND//NY,0.356222554649,165784.0,17.5920779201,7.2,4.7,62.8173408031,56.734835721,36085.0,36085.0,1,16.7760108607,-0.816067059424,0.45897517
2370,MONTGOMERY//NY,0.356722452531,19539.0,22.0674757996,8.9,5.0,83.6075453504,47.6994894238,36057.0,36057.0,1,26.48239477,4.41491897045,0.48209804
2371,DONA ANA//NM,0.356772156978,74762.0,-3.05791905291,17.4,6.7,29.0704467595,56.2753672112,35013.0,35013.0,0,-17.9562633431,-14.8983442902,0.45638967
2372,BRISTOL//MA,0.357054931165,212029.0,11.1839013759,3.8,3.4,84.2029947735,52.5685713536,25005.0,25005.0,0,-9.28361265992,-20.4675140359,0.5863387
2373,SUFFOLK//MA,0.357189084241,296672.0,-6.25875299193,5.0,2.6,46.4732072856,60.6841166671,25025.0,25025.0,0,-62.984939888,-56.7261868961,0.55734223
2374,WARRICK//IN,0.357514311935,22883.0,7.2988804507,7.7,3.7,93.3060086892,59.3632507471,18173.0,18173.0,1,33.9322503293,26.6333698786,0.54948187
2375,EAU CLAIRE//WI,0.357832201138,39893.0,6.21337846303,8.6,3.0,91.1079077023,66.2899231697,55035.0,55035.0,0,-7.34097633136,-13.5543547944,0.69262654
2376,SEMINOLE//FL,0.357946932878,152260.0,-4.84496942301,15.1,4.2,63.9859516264,68.950723828,12117.0,12117.0,1,1.62850916092,6.47347858393,0.64533001
2377,CRAWFORD//OH,0.357961568716,17798.0,24.0838628311,9.5,6.1,96.0234055003,42.7493460326,39033.0,39033.0,1,46.7703988878,22.6865360567,0.59928691
2378,HENDERSON//KY,0.35801942162,18742.0,15.8404476756,10.5,4.2,87.0161220795,49.3848363727,21101.0,21101.0,1,27.6863700995,11.845922424,0.52818674
2379,ORANGE//VA,0.358704137393,12810.0,12.0170982434,12.4,3.7,79.4138050642,53.1574412211,51137.0,51137.0,1,26.5547589905,14.5376607471,0.62960798
2380,DODGE//MN,0.35878771837,7556.0,22.3454966966,5.4,2.9,93.0359783144,60.5184902783,27039.0,27039.0,1,32.421431276,10.0759345794,0.71887726
2381,COMANCHE//OK,0.358811285846,43240.0,6.69793065508,15.3,4.4,57.5411651305,56.1086554276,40031.0,40031.0,1,23.7324636968,17.0345330417,0.32632363
2382,ROCKINGHAM//VA,0.359088607595,29625.0,2.96332396773,12.6,3.1,90.2873304622,45.788447339,51165.0,51165.0,1,43.5406174732,40.5772935054,0.53031039
2383,SILVER BOW//MT,0.359350237718,15144.0,18.3221829112,15.7,3.6,91.3803583316,56.0335961604,30093.0,30093.0,0,-14.2228011413,-32.5449840525,0.62220913
2384,OUTAGAMIE//WI,0.359421317637,70505.0,10.7858859515,6.2,3.2,88.5828299063,59.3357866295,55087.0,55087.0,1,12.6206217772,1.83473582563,0.72785455
2385,CHIPPEWA//WI,0.359425883488,24873.0,18.6651748077,8.0,3.5,94.154313468,53.2860810105,55017.0,55017.0,1,19.1827396651,0.517564857346,0.64073789
2386,PLYMOUTH//MA,0.360137797988,181425.0,-3.46469832722,3.3,2.8,82.9497241309,63.2992079237,25023.0,25023.0,0,-7.23251870022,-3.767820373,0.68796611
2387,HANCOCK//IN,0.360364464692,26340.0,3.77520017485,8.5,3.3,93.5719493046,60.6862296854,18059.0,18059.0,1,44.8247147972,41.0495146224,0.62275982
2388,CULPEPER//VA,0.360581289737,16515.0,9.01761434713,12.5,3.5,71.5099950438,49.6651993304,51047.0,51047.0,1,25.3406981482,16.3230838011,0.59589845
2389,MCLEAN//IL,0.360634162764,65346.0,-9.58938557709,6.0,4.6,80.399621059,69.2734742575,17113.0,17113.0,1,1.4722450788,11.0616306559,0.57385933
2390,POCAHONTAS//IA,0.360650609947,3197.0,23.3643350392,7.7,2.2,94.4436649362,53.77153039,19151.0,19151.0,1,45.1579222135,21.7935871743,0.7267257
2391,TUSCARAWAS//OH,0.361016533653,36713.0,25.6515078445,11.2,5.1,95.2393281336,38.9355392539,39157.0,39157.0,1,35.4470165636,9.79550871911,0.59230608
2392,DODGE//WI,0.361022747734,33322.0,15.0794019473,6.0,3.2,90.8195647509,48.0160555917,55027.0,55027.0,1,29.6020365267,14.5226345794,0.64305133
2393,RANDOLPH//WV,0.361670846666,11563.0,15.8813160297,12.7,5.0,96.2165843691,37.5773025539,54083.0,54083.0,1,44.9241863905,29.0428703609,0.41139147
2394,GARFIELD//OK,0.361741237415,23937.0,1.04688370858,13.8,4.0,77.3941986108,50.9072159886,40047.0,40047.0,1,53.5082057902,52.4613220816,0.45777118
